month,provider_code,provider_name,type1_attendances,type2_attendances,type3_attendances,type23_attendances,total_attendances,over_4hr_waits,pct_within_4hrs,admissions
01/01/2025,NNF09,Bransholme Health Centre,0,0,"3,572","3,572","3,572",339,90.5,0
01/01/2025,NNF16,Bridlington Hospital,0,0,"1,306","1,306","1,306",26,98,0
01/01/2025,RWY,Calderdale And Huddersfield NHS Foundation Trust,"14,485",0,0,0,"14,485","4,954",65.8,"2,970"
01/01/2025,RXP,County Durham And Darlington NHS Foundation Trust,"12,293",0,"11,048","11,048","23,341","5,250",77.5,"4,334"
01/01/2025,RP5,Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,"13,236",0,"3,840","3,840","17,076","5,148",69.9,"4,563"
01/01/2025,NNF94,East Riding Community Hospital,0,0,"2,563","2,563","2,563",128,95,0
01/01/2025,RR7,Gateshead Health NHS Foundation Trust,"5,892",0,"3,131","3,131","9,023","2,598",71.2,"1,654"
01/01/2025,NNFA7,Goole & District Hospital,0,0,"1,387","1,387","1,387",6,99.6,0
01/01/2025,RCD,Harrogate And District NHS Foundation Trust,"5,100",0,878,878,"5,978","1,628",72.8,"1,173"
01/01/2025,RWA,Hull University Teaching Hospitals NHS Trust,"8,707",0,"4,795","4,795","13,502","5,577",58.7,"3,502"
01/01/2025,RV9,Humber Teaching NHS Foundation Trust,0,0,"1,003","1,003","1,003",6,99.4,0
01/01/2025,RR8,Leeds Teaching Hospitals NHS Trust,"16,926",684,"11,250","11,934","28,860","7,497",74,"3,763"
01/01/2025,ARN03,Local Care Direct,0,0,"2,291","2,291","2,291",9,99.6,0
01/01/2025,RXF,Mid Yorkshire Teaching NHS Trust,"15,560",181,"5,334","5,515","21,075","6,600",68.7,"3,532"
01/01/2025,RNN,North Cumbria Integrated Care NHS Foundation Trust,"8,459",0,"1,668","1,668","10,127","4,166",58.9,"2,420"
01/01/2025,RVW,North Tees And Hartlepool NHS Foundation Trust,"4,804",0,"10,523","10,523","15,327","2,863",81.3,"2,199"
01/01/2025,RJL,Northern Lincolnshire And Goole NHS Foundation Trust,"8,659",0,"7,065","7,065","15,724","4,750",69.8,"5,519"
01/01/2025,RTF,Northumbria Healthcare NHS Foundation Trust,"9,372",0,"10,992","10,992","20,364","2,783",86.3,"3,925"
01/01/2025,RCU,Sheffield Children's NHS Foundation Trust,"4,309",0,456,456,"4,765",287,94,"1,017"
01/01/2025,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,"9,234","1,183","8,071","9,254","18,488","5,547",70,"3,721"
01/01/2025,RTR,South Tees Hospitals NHS Foundation Trust,"7,207",0,"9,734","9,734","16,941","4,388",74.1,"2,770"
01/01/2025,R0B,South Tyneside And Sunderland NHS Foundation Trust,"11,559","1,172","6,682","7,854","19,413","6,892",64.5,"4,639"
01/01/2025,RXG,South West Yorkshire Partnership NHS Foundation Trust,0,0,0,0,0,0,,0
01/01/2025,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,"11,656","1,642","5,840","7,482","19,138","4,710",75.4,"3,615"
01/01/2025,RFR,The Rotherham NHS Foundation Trust,"8,708",0,0,0,"8,708","3,595",58.7,"1,987"
01/01/2025,AJN,Workington Health Limited,0,0,313,313,313,0,100,0
01/01/2025,RCB,York And Scarborough Teaching Hospitals NHS Foundation Trust,"10,119",388,"5,567","5,955","16,074","5,934",63.1,"4,477"
01/01/2025,RBS,Alder Hey Children's NHS Foundation Trust,"5,771",0,0,0,"5,771","1,222",78.8,860
01/01/2025,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,"8,599",0,"10,178","10,178","18,777","4,192",77.7,"2,749"
01/01/2025,RMC,Bolton NHS Foundation Trust,"7,890",0,"3,669","3,669","11,559","3,934",66,"2,552"
01/01/2025,RY2,Bridgewater Community Healthcare NHS Foundation Trust,0,0,"3,098","3,098","3,098",41,98.7,0
01/01/2025,RJR,Countess Of Chester Hospital NHS Foundation Trust,"4,792",0,"2,147","2,147","6,939","2,826",59.3,"1,678"
01/01/2025,RJN,East Cheshire NHS Trust,"4,089",0,59,59,"4,148","2,049",50.6,784
01/01/2025,RXR,East Lancashire Hospitals NHS Trust,"12,294",0,"9,797","9,797","22,091","5,820",73.7,"4,076"
01/01/2025,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,"11,693",0,"3,479","3,479","15,172","4,773",68.5,"3,039"
01/01/2025,RBQ,Liverpool Heart And Chest Hospital NHS Foundation Trust,0,0,0,0,0,0,,0
01/01/2025,REM,Liverpool University Hospitals NHS Foundation Trust,"14,723","1,684","7,490","9,174","23,897","6,863",71.3,"4,597"
01/01/2025,REP,Liverpool Women's NHS Foundation Trust,0,"1,611",0,"1,611","1,611",155,90.4,89
01/01/2025,R0A,Manchester University NHS Foundation Trust,"27,746","3,459","11,876","15,335","43,081","14,097",67.3,"5,718"
01/01/2025,RBN,Mersey And West Lancashire Teaching Hospitals NHS Trust,"16,603",0,"6,642","6,642","23,245","6,263",73.1,"7,454"
01/01/2025,RW4,Mersey Care NHS Foundation Trust,0,0,"12,806","12,806","12,806",162,98.7,0
01/01/2025,RBT,Mid Cheshire Hospitals NHS Foundation Trust,"6,632",0,"2,762","2,762","9,394","4,070",56.7,"2,149"
01/01/2025,Y02532,Miriam Minor Emergency,0,0,"1,666","1,666","1,666",8,99.5,0
01/01/2025,RM3,Northern Care Alliance NHS Foundation Trust,"24,521",0,"9,020","9,020","33,541","11,365",66.1,"7,527"
01/01/2025,NV693,Rossendale Miu & Ooh,0,0,920,920,920,1,99.9,0
01/01/2025,NQT5F,Skelmersdale Walk In Centre,0,0,"1,730","1,730","1,730",6,99.7,0
01/01/2025,RWJ,Stockport NHS Foundation Trust,"8,161",0,"1,054","1,054","9,215","3,634",60.6,"2,825"
01/01/2025,RMP,Tameside And Glossop Integrated Care NHS Foundation Trust,"8,822",0,"3,247","3,247","12,069","4,013",66.7,"1,685"
01/01/2025,RBV,The Christie NHS Foundation Trust,0,0,0,0,0,0,,0
01/01/2025,RET,The Walton Centre NHS Foundation Trust,0,0,0,0,0,0,,0
01/01/2025,RTX,University Hospitals Of Morecambe Bay NHS Foundation Trust,"8,766",0,"3,656","3,656","12,422","3,371",72.9,"3,230"
01/01/2025,RWW,Warrington And Halton Teaching Hospitals NHS Foundation Trust,"6,810",0,"2,751","2,751","9,561","3,625",62.1,"1,716"
01/01/2025,RY7,Wirral Community Health And Care NHS Foundation Trust,0,0,"4,232","4,232","4,232",265,93.7,0
01/01/2025,RBL,Wirral University Teaching Hospital NHS Foundation Trust,"7,439",0,"2,955","2,955","10,394","4,063",60.9,"2,069"
01/01/2025,RRF,"Wrightington, Wigan And Leigh NHS Foundation Trust","7,069",0,"4,671","4,671","11,740","4,069",65.3,"2,013"
01/01/2025,RTK,Ashford And St Peter's Hospitals NHS Foundation Trust,"10,059",0,0,0,"10,059","3,370",66.5,"2,810"
01/01/2025,NTV0B,Ashford Walk-In-Centre,0,0,"2,292","2,292","2,292",91,96,0
01/01/2025,RWX,Berkshire Healthcare NHS Foundation Trust,0,0,"1,264","1,264","1,264",16,98.7,39
01/01/2025,Y02676,Brighton Station Health Centre,0,0,"1,987","1,987","1,987",0,100,0
01/01/2025,RXQ,Buckinghamshire Healthcare NHS Trust,"10,375","1,234","3,481","4,715","15,090","3,528",76.6,"5,055"
01/01/2025,RN7,Dartford And Gravesham NHS Trust,"11,094",0,"3,892","3,892","14,986","3,564",76.2,"3,295"
01/01/2025,Y00751,East Berks Primary Care Ooh(Wam),0,0,0,0,0,0,,0
01/01/2025,RVV,East Kent Hospitals University NHS Foundation Trust,"12,952",0,"12,223","12,223","25,175","6,700",73.4,"3,618"
01/01/2025,RXC,East Sussex Healthcare NHS Trust,"9,936",0,"3,796","3,796","13,732","4,094",70.2,"3,276"
01/01/2025,NDJ,First Community Health And Care Cic,0,0,"2,070","2,070","2,070",0,100,0
01/01/2025,RDU,Frimley Health NHS Foundation Trust,"22,829",927,"12,305","13,232","36,061","8,956",75.2,"6,324"
01/01/2025,RW1,Hampshire And Isle Of Wight Healthcare NHS Foundation Trust,0,0,"2,632","2,632","2,632",56,97.9,0
01/01/2025,RN5,Hampshire Hospitals NHS Foundation Trust,"10,341",127,"2,750","2,877","13,218","4,972",62.4,"4,066"
01/01/2025,R1F,Isle Of Wight NHS Trust,"4,446",292,"1,329","1,621","6,067","1,831",69.8,"1,275"
01/01/2025,RYY,Kent Community Health NHS Foundation Trust,0,0,"9,305","9,305","9,305",19,99.8,0
01/01/2025,RWF,Maidstone And Tunbridge Wells NHS Trust,"18,769",0,"2,252","2,252","21,021","4,008",80.9,"5,178"
01/01/2025,RPA,Medway NHS Foundation Trust,"8,537",0,"8,045","8,045","16,582","4,009",75.8,"1,905"
01/01/2025,RNU,Oxford Health NHS Foundation Trust,0,0,"3,531","3,531","3,531",314,91.1,0
01/01/2025,RTH,Oxford University Hospitals NHS Foundation Trust,"13,583","1,787","2,613","4,400","17,983","4,914",72.7,"4,784"
01/01/2025,AQN04,Phl Lymington Utc,0,0,"2,657","2,657","2,657",3,99.9,0
01/01/2025,RHU,Portsmouth Hospitals University National Health Service Trust,"11,525",965,"3,547","4,512","16,037","5,512",65.6,"3,461"
01/01/2025,NTP11,Practice Plus Group Hospital - Southampton,0,0,"5,148","5,148","5,148",268,94.8,0
01/01/2025,NTPAD,Practice Plus Group Surgical Centre - St Marys Portsmouth,0,0,"5,419","5,419","5,419",131,97.6,0
01/01/2025,RPC,Queen Victoria Hospital NHS Foundation Trust,0,0,"1,279","1,279","1,279",1,99.9,3
01/01/2025,Y07709,Reading Urgent Care Centre,0,0,"1,959","1,959","1,959",0,100,0
01/01/2025,RHW,Royal Berkshire NHS Foundation Trust,"11,293","2,391","2,248","4,639","15,932","4,678",70.6,"2,479"
01/01/2025,RA2,Royal Surrey County Hospital NHS Foundation Trust,"7,240",0,"1,363","1,363","8,603","2,072",75.9,"2,451"
01/01/2025,NQT51,Station Plaza Health Centre,0,0,"1,090","1,090","1,090",0,100,0
01/01/2025,RTP,Surrey And Sussex Healthcare NHS Trust,"9,612",0,0,0,"9,612","3,640",62.1,"2,940"
01/01/2025,RDR,Sussex Community NHS Foundation Trust,0,0,"11,327","11,327","11,327",87,99.2,0
01/01/2025,RHM,University Hospital Southampton NHS Foundation Trust,"11,728","1,085",0,"1,085","12,813","4,627",63.9,"4,069"
01/01/2025,RYR,University Hospitals Sussex NHS Foundation Trust,"26,817","1,364","1,865","3,229","30,046","10,656",64.5,"8,534"
01/01/2025,ACH01,Whitstable Medical Practice,0,0,"5,162","5,162","5,162",0,100,0
01/01/2025,NTV0W,Woking Walk In Centre,0,0,"2,535","2,535","2,535",48,98.1,0
01/01/2025,RJ8,Cornwall Partnership NHS Foundation Trust,0,0,0,0,0,0,,10
01/01/2025,RBD,Dorset County Hospital NHS Foundation Trust,"4,188",0,"3,817","3,817","8,005","1,989",75.2,"1,760"
01/01/2025,RDY,Dorset Healthcare University NHS Foundation Trust,0,0,0,0,0,0,,2
01/01/2025,RTQ,Gloucestershire Health And Care NHS Foundation Trust,0,0,"7,168","7,168","7,168",42,99.4,0
01/01/2025,RTE,Gloucestershire Hospitals NHS Foundation Trust,"12,378",0,0,0,"12,378","4,600",62.8,"2,635"
01/01/2025,RN3,Great Western Hospitals NHS Foundation Trust,"5,176",0,"5,001","5,001","10,177","2,690",73.6,"2,350"
01/01/2025,RVJ,North Bristol NHS Trust,"8,202",0,0,0,"8,202","3,297",59.8,"2,920"
01/01/2025,L83087,Okehampton Medical Centre,0,0,77,77,77,0,100,0
01/01/2025,NQT5H,Paulton Memorial Hospital,0,0,913,913,913,5,99.5,0
01/01/2025,REF,Royal Cornwall Hospitals NHS Trust,"5,987",0,"10,682","10,682","16,669","3,888",76.7,"2,540"
01/01/2025,RH8,Royal Devon University Healthcare NHS Foundation Trust,"12,574",0,"4,240","4,240","16,814","5,491",67.3,"3,644"
01/01/2025,RD1,Royal United Hospitals Bath NHS Foundation Trust,"7,900",0,0,0,"7,900","3,122",60.5,"2,545"
01/01/2025,RNZ,Salisbury NHS Foundation Trust,"4,504",326,"1,715","2,041","6,545","1,752",73.2,"1,312"
01/01/2025,NLX,Sirona Care & Health,0,0,"8,056","8,056","8,056",378,95.3,0
01/01/2025,RH5,Somerset NHS Foundation Trust,"11,562",0,"9,287","9,287","20,849","5,536",73.4,"2,994"
01/01/2025,RYF,South Western Ambulance Service NHS Foundation Trust,0,0,"1,635","1,635","1,635",35,97.9,0
01/01/2025,AAH,Tetbury Hospital Trust Ltd,0,0,599,599,599,0,100,0
01/01/2025,RA9,Torbay And South Devon NHS Foundation Trust,"6,196",0,"3,020","3,020","9,216","3,069",66.7,"2,166"
01/01/2025,RA7,University Hospitals Bristol And Weston NHS Foundation Trust,"14,626","2,376",0,"2,376","17,002","5,787",66,"5,102"
01/01/2025,R0D,University Hospitals Dorset NHS Foundation Trust,"12,296",0,"4,726","4,726","17,022","4,996",70.6,"4,019"
01/01/2025,RK9,University Hospitals Plymouth NHS Trust,"8,603",160,"4,975","5,135","13,738","4,652",66.1,"2,776"
01/01/2025,AXG,Wiltshire Health & Care,0,0,"2,116","2,116","2,116",9,99.6,0
