month,provider_code,provider_name,type1_attendances,type2_attendances,type3_attendances,type23_attendances,total_attendances,over_4hr_waits,pct_within_4hrs,admissions
01/12/2024,NR3,Nottingham Citycare Partnership,0,0,"5,794","5,794","5,794",857,85.2,0
01/12/2024,RX1,Nottingham University Hospitals NHS Trust,"16,345","1,613",280,"1,893","18,238","9,653",47.1,"4,640"
01/12/2024,NNJ14,Oadby,0,0,"3,975","3,975","3,975",0,100,0
01/12/2024,NNJ15,Oakham,0,0,476,476,476,0,100,0
01/12/2024,RXK,Sandwell And West Birmingham Hospitals NHS Trust,"11,899",947,"9,370","10,317","22,216","6,316",71.6,"2,491"
01/12/2024,RK5,Sherwood Forest Hospitals NHS Foundation Trust,"10,837",0,"6,028","6,028","16,865","6,467",61.7,"3,797"
01/12/2024,R1D,Shropshire Community Health NHS Trust,0,0,"2,692","2,692","2,692",1,100,0
01/12/2024,C83023,Sleaford Medical Group,0,0,691,691,691,0,100,0
01/12/2024,Y02615,South Birmingham GP Walk In Centre,0,0,"7,704","7,704","7,704",0,100,0
01/12/2024,RJC,South Warwickshire University NHS Foundation Trust,"8,418",0,276,276,"8,694","3,584",58.8,"2,414"
01/12/2024,NQTE4,Summerfield Urgent Care Centre,0,0,"3,187","3,187","3,187",0,100,0
01/12/2024,RNA,The Dudley Group NHS Foundation Trust,"9,333",0,"6,021","6,021","15,354","3,364",78.1,"3,724"
01/12/2024,RL1,The Robert Jones And Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,0,0,0,0,0,0,,0
01/12/2024,RL4,The Royal Wolverhampton NHS Trust,"12,373",0,"10,794","10,794","23,167","4,855",79,"5,788"
01/12/2024,RXW,The Shrewsbury And Telford Hospital NHS Trust,"10,473",0,"2,835","2,835","13,308","6,615",50.3,"3,447"
01/12/2024,RWD,United Lincolnshire Teaching Hospitals NHS Trust,"11,294",0,"9,925","9,925","21,219","8,394",60.4,"4,770"
01/12/2024,RRK,University Hospitals Birmingham NHS Foundation Trust,"35,503",318,"1,680","1,998","37,501","15,659",58.2,"10,608"
01/12/2024,RKB,University Hospitals Coventry And Warwickshire NHS Trust,"12,631","1,110","6,218","7,328","19,959","6,638",66.7,"1,878"
01/12/2024,RTG,University Hospitals Of Derby And Burton NHS Foundation Trust,"21,701",0,"10,259","10,259","31,960","10,268",67.9,"3,991"
01/12/2024,RWE,University Hospitals Of Leicester NHS Trust,"22,293","1,856",0,"1,856","24,149","9,849",59.2,"6,629"
01/12/2024,RJE,University Hospitals Of North Midlands NHS Trust,"14,390",452,"9,017","9,469","23,859","8,903",62.7,"5,401"
01/12/2024,RBK,Walsall Healthcare NHS Trust,"9,809",0,"4,804","4,804","14,613","3,896",73.3,"4,145"
01/12/2024,RWP,Worcestershire Acute Hospitals NHS Trust,"13,483",0,"4,876","4,876","18,359","8,630",53,"2,916"
01/12/2024,RLQ,Wye Valley NHS Trust,"6,352",945,104,"1,049","7,401","2,712",63.4,"1,528"
01/12/2024,RCF,Airedale NHS Foundation Trust,"6,366",202,0,202,"6,568","2,489",62.1,"1,661"
01/12/2024,RFF,Barnsley Hospital NHS Foundation Trust,"9,203",0,0,0,"9,203","3,487",62.1,"2,994"
01/12/2024,RAE,Bradford Teaching Hospitals NHS Foundation Trust,"10,047",921,"3,212","4,133","14,180","2,711",80.9,"2,739"
01/12/2024,NNF09,Bransholme Health Centre,0,0,"3,600","3,600","3,600",470,86.9,0
01/12/2024,NNF16,Bridlington Hospital,0,0,"1,383","1,383","1,383",65,95.3,0
01/12/2024,RWY,Calderdale And Huddersfield NHS Foundation Trust,"16,032",0,0,0,"16,032","5,838",63.6,"3,272"
01/12/2024,RXP,County Durham And Darlington NHS Foundation Trust,"12,913",0,"12,884","12,884","25,797","5,933",77,"4,607"
01/12/2024,RP5,Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,"13,547",0,"4,329","4,329","17,876","5,361",70,"4,920"
01/12/2024,NNF94,East Riding Community Hospital,0,0,"2,643","2,643","2,643",214,91.9,0
01/12/2024,RR7,Gateshead Health NHS Foundation Trust,"6,599",0,"3,277","3,277","9,876","3,399",65.6,"1,786"
01/12/2024,NNFA7,Goole & District Hospital,0,0,"1,536","1,536","1,536",24,98.4,0
01/12/2024,RCD,Harrogate And District NHS Foundation Trust,"5,581",0,870,870,"6,451","2,097",67.5,"1,177"
01/12/2024,RWA,Hull University Teaching Hospitals NHS Trust,"9,511",0,"4,552","4,552","14,063","6,448",54.1,"3,378"
01/12/2024,RV9,Humber Teaching NHS Foundation Trust,0,0,"1,140","1,140","1,140",5,99.6,0
01/12/2024,RR8,Leeds Teaching Hospitals NHS Trust,"17,846",599,"12,487","13,086","30,932","8,299",73.2,"3,943"
01/12/2024,ARN03,Local Care Direct,0,0,"2,734","2,734","2,734",9,99.7,0
01/12/2024,RXF,Mid Yorkshire Teaching NHS Trust,"16,765",118,"5,983","6,101","22,866","7,862",65.6,"3,661"
01/12/2024,RNN,North Cumbria Integrated Care NHS Foundation Trust,"9,230",0,"1,879","1,879","11,109","4,115",63,"2,415"
01/12/2024,RVW,North Tees And Hartlepool NHS Foundation Trust,"5,315",0,"12,316","12,316","17,631","3,359",80.9,"2,445"
01/12/2024,RJL,Northern Lincolnshire And Goole NHS Foundation Trust,"9,302",0,"7,189","7,189","16,491","5,209",68.4,"5,577"
01/12/2024,RTF,Northumbria Healthcare NHS Foundation Trust,"10,600",0,"12,302","12,302","22,902","3,343",85.4,"4,061"
01/12/2024,RCU,Sheffield Children's NHS Foundation Trust,"5,348",0,683,683,"6,031",648,89.3,"1,196"
01/12/2024,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,"9,498","1,010","8,881","9,891","19,389","6,048",68.8,"3,863"
01/12/2024,RTR,South Tees Hospitals NHS Foundation Trust,"7,836",0,"10,934","10,934","18,770","5,244",72.1,"3,000"
01/12/2024,R0B,South Tyneside And Sunderland NHS Foundation Trust,"12,884","1,067","7,353","8,420","21,304","7,818",63.3,"4,775"
01/12/2024,RXG,South West Yorkshire Partnership NHS Foundation Trust,0,0,0,0,0,0,,0
01/12/2024,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,"12,259","1,430","6,577","8,007","20,266","5,080",74.9,"3,686"
01/12/2024,RFR,The Rotherham NHS Foundation Trust,"9,222",0,0,0,"9,222","3,883",57.9,"2,039"
01/12/2024,AJN,Workington Health Limited,0,0,259,259,259,0,100,0
01/12/2024,RCB,York And Scarborough Teaching Hospitals NHS Foundation Trust,"10,763",325,"5,610","5,935","16,698","6,512",61,"4,639"
01/12/2024,RBS,Alder Hey Children's NHS Foundation Trust,"6,181",0,0,0,"6,181","1,180",80.9,905
01/12/2024,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,"9,421",0,"10,020","10,020","19,441","4,515",76.8,"2,688"
01/12/2024,RMC,Bolton NHS Foundation Trust,"8,241",0,"3,607","3,607","11,848","4,556",61.5,"2,528"
01/12/2024,RY2,Bridgewater Community Healthcare NHS Foundation Trust,0,0,"3,258","3,258","3,258",163,95,0
01/12/2024,RJR,Countess Of Chester Hospital NHS Foundation Trust,"5,166",0,"2,154","2,154","7,320","3,261",55.5,"1,687"
01/12/2024,RJN,East Cheshire NHS Trust,"4,531",0,31,31,"4,562","2,292",49.8,943
01/12/2024,RXR,East Lancashire Hospitals NHS Trust,"13,318",0,"9,823","9,823","23,141","5,925",74.4,"4,286"
01/12/2024,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,"12,273",0,"3,725","3,725","15,998","4,724",70.5,"3,297"
01/12/2024,RBQ,Liverpool Heart And Chest Hospital NHS Foundation Trust,0,0,0,0,0,0,,0
01/12/2024,REM,Liverpool University Hospitals NHS Foundation Trust,"15,937","1,484","7,881","9,365","25,302","8,062",68.1,"4,670"
01/12/2024,REP,Liverpool Women's NHS Foundation Trust,0,"1,553",0,"1,553","1,553",168,89.2,91
01/12/2024,R0A,Manchester University NHS Foundation Trust,"28,980","3,184","11,569","14,753","43,733","15,408",64.8,"5,884"
01/12/2024,RBN,Mersey And West Lancashire Teaching Hospitals NHS Trust,"17,488",0,"7,181","7,181","24,669","7,057",71.4,"7,586"
01/12/2024,RW4,Mersey Care NHS Foundation Trust,0,0,"13,451","13,451","13,451",346,97.4,0
01/12/2024,RBT,Mid Cheshire Hospitals NHS Foundation Trust,"7,274",0,"2,746","2,746","10,020","4,564",54.5,"2,427"
01/12/2024,Y02532,Miriam Minor Emergency,0,0,"1,687","1,687","1,687",0,100,0
01/12/2024,RM3,Northern Care Alliance NHS Foundation Trust,"25,637",0,"9,548","9,548","35,185","12,466",64.6,"7,697"
01/12/2024,NV693,Rossendale Miu & Ooh,0,0,869,869,869,0,100,0
01/12/2024,NQT5F,Skelmersdale Walk In Centre,0,0,"1,855","1,855","1,855",13,99.3,0
01/12/2024,RWJ,Stockport NHS Foundation Trust,"8,134",0,"1,128","1,128","9,262","3,429",63,"2,859"
01/12/2024,RMP,Tameside And Glossop Integrated Care NHS Foundation Trust,"9,214",0,"3,613","3,613","12,827","4,801",62.6,"1,763"
01/12/2024,RBV,The Christie NHS Foundation Trust,0,0,0,0,0,0,,0
01/12/2024,RET,The Walton Centre NHS Foundation Trust,0,0,0,0,0,0,,0
01/12/2024,RTX,University Hospitals Of Morecambe Bay NHS Foundation Trust,"9,183",0,"3,954","3,954","13,137","3,435",73.9,"3,295"
01/12/2024,RWW,Warrington And Halton Teaching Hospitals NHS Foundation Trust,"7,159",0,"3,056","3,056","10,215","3,771",63.1,"1,878"
01/12/2024,RY7,Wirral Community Health And Care NHS Foundation Trust,0,0,"4,247","4,247","4,247",236,94.4,0
01/12/2024,RBL,Wirral University Teaching Hospital NHS Foundation Trust,"7,469",0,"3,372","3,372","10,841","4,167",61.6,"2,141"
01/12/2024,RRF,"Wrightington, Wigan And Leigh NHS Foundation Trust","7,302",0,"5,612","5,612","12,914","4,090",68.3,"2,083"
01/12/2024,RTK,Ashford And St Peter's Hospitals NHS Foundation Trust,"10,917",0,0,0,"10,917","4,022",63.2,"2,838"
01/12/2024,NTV0B,Ashford Walk-In-Centre,0,0,"2,372","2,372","2,372",170,92.8,0
01/12/2024,RWX,Berkshire Healthcare NHS Foundation Trust,0,0,"1,133","1,133","1,133",11,99,32
01/12/2024,Y02676,Brighton Station Health Centre,0,0,"1,820","1,820","1,820",0,100,0
01/12/2024,RXQ,Buckinghamshire Healthcare NHS Trust,"10,786","1,095","3,672","4,767","15,553","4,911",68.4,"4,625"
01/12/2024,RN7,Dartford And Gravesham NHS Trust,"12,287",0,"4,001","4,001","16,288","4,492",72.4,"3,461"
01/12/2024,Y00751,East Berks Primary Care Ooh(Wam),0,0,0,0,0,0,,0
01/12/2024,RVV,East Kent Hospitals University NHS Foundation Trust,"14,042",0,"12,628","12,628","26,670","6,815",74.4,"3,805"
01/12/2024,RXC,East Sussex Healthcare NHS Trust,"10,837",0,"3,729","3,729","14,566","4,545",68.8,"3,232"
01/12/2024,NDJ,First Community Health And Care Cic,0,0,"2,047","2,047","2,047",0,100,0
01/12/2024,RDU,Frimley Health NHS Foundation Trust,"23,744",760,"11,284","12,044","35,788","10,161",71.6,"6,492"
01/12/2024,RW1,Hampshire And Isle Of Wight Healthcare NHS Foundation Trust,0,0,"2,915","2,915","2,915",51,98.3,0
01/12/2024,RN5,Hampshire Hospitals NHS Foundation Trust,"11,092",37,"2,726","2,763","13,855","5,755",58.5,"4,259"
01/12/2024,R1F,Isle Of Wight NHS Trust,"4,792",268,"1,494","1,762","6,554","1,771",73,"1,152"
01/12/2024,RYY,Kent Community Health NHS Foundation Trust,0,0,"9,337","9,337","9,337",43,99.5,0
01/12/2024,RWF,Maidstone And Tunbridge Wells NHS Trust,"19,326",0,"2,212","2,212","21,538","4,507",79.1,"5,225"
01/12/2024,RPA,Medway NHS Foundation Trust,"8,892",0,"7,938","7,938","16,830","4,411",73.8,"1,896"
01/12/2024,RNU,Oxford Health NHS Foundation Trust,0,0,"3,042","3,042","3,042",256,91.6,0
01/12/2024,RTH,Oxford University Hospitals NHS Foundation Trust,"14,224","1,562","2,622","4,184","18,408","6,137",66.7,"4,814"
01/12/2024,AQN04,Phl Lymington Utc,0,0,"2,821","2,821","2,821",4,99.9,0
01/12/2024,RHU,Portsmouth Hospitals University National Health Service Trust,"11,867",788,"3,565","4,353","16,220","5,902",63.6,"3,600"
01/12/2024,NTP11,Practice Plus Group Hospital - Southampton,0,0,"5,058","5,058","5,058",235,95.4,0
01/12/2024,NTPAD,Practice Plus Group Surgical Centre - St Marys Portsmouth,0,0,"5,699","5,699","5,699",289,94.9,0
01/12/2024,RPC,Queen Victoria Hospital NHS Foundation Trust,0,0,"1,316","1,316","1,316",5,99.6,2
01/12/2024,Y07709,Reading Urgent Care Centre,0,0,"2,022","2,022","2,022",0,100,0
01/12/2024,RHW,Royal Berkshire NHS Foundation Trust,"11,972","2,158","1,713","3,871","15,843","5,303",66.5,"2,603"
01/12/2024,RA2,Royal Surrey County Hospital NHS Foundation Trust,"7,469",0,"1,283","1,283","8,752","2,559",70.8,"2,441"
01/12/2024,NQT51,Station Plaza Health Centre,0,0,"1,158","1,158","1,158",0,100,0
01/12/2024,RTP,Surrey And Sussex Healthcare NHS Trust,"11,305",0,0,0,"11,305","5,040",55.4,"3,137"
01/12/2024,RDR,Sussex Community NHS Foundation Trust,0,0,"11,386","11,386","11,386",139,98.8,0
01/12/2024,RHM,University Hospital Southampton NHS Foundation Trust,"12,658","1,095",0,"1,095","13,753","5,822",57.7,"4,102"
01/12/2024,RYR,University Hospitals Sussex NHS Foundation Trust,"24,903","1,245","5,336","6,581","31,484","11,510",63.4,"8,466"
01/12/2024,ACH01,Whitstable Medical Practice,0,0,"5,496","5,496","5,496",0,100,0
01/12/2024,NTV0W,Woking Walk In Centre,0,0,"2,564","2,564","2,564",45,98.2,0
01/12/2024,RJ8,Cornwall Partnership NHS Foundation Trust,0,0,0,0,0,0,,4
01/12/2024,RBD,Dorset County Hospital NHS Foundation Trust,"4,544",0,"4,127","4,127","8,671","2,176",74.9,"1,764"
01/12/2024,RDY,Dorset Healthcare University NHS Foundation Trust,0,0,0,0,0,0,,1
01/12/2024,RTQ,Gloucestershire Health And Care NHS Foundation Trust,0,0,"7,577","7,577","7,577",56,99.3,0
01/12/2024,RTE,Gloucestershire Hospitals NHS Foundation Trust,"13,793",0,0,0,"13,793","5,360",61.1,"2,700"
01/12/2024,RN3,Great Western Hospitals NHS Foundation Trust,"5,708",0,"5,359","5,359","11,067","2,799",74.7,"2,412"
01/12/2024,RVJ,North Bristol NHS Trust,"8,662",0,0,0,"8,662","3,608",58.3,"2,999"
01/12/2024,L83087,Okehampton Medical Centre,0,0,62,62,62,0,100,0
01/12/2024,NQT5H,Paulton Memorial Hospital,0,0,919,919,919,2,99.8,0
01/12/2024,REF,Royal Cornwall Hospitals NHS Trust,"6,184",0,"10,870","10,870","17,054","3,897",77.1,"2,470"
01/12/2024,RH8,Royal Devon University Healthcare NHS Foundation Trust,"13,596",0,"4,053","4,053","17,649","6,290",64.4,"4,147"
01/12/2024,RD1,Royal United Hospitals Bath NHS Foundation Trust,"8,580",0,0,0,"8,580","3,891",54.7,"2,580"
01/12/2024,RNZ,Salisbury NHS Foundation Trust,"4,884",309,"2,121","2,430","7,314","2,360",67.7,"1,452"
01/12/2024,NLX,Sirona Care & Health,0,0,"8,046","8,046","8,046",423,94.7,0
01/12/2024,RH5,Somerset NHS Foundation Trust,"12,984",0,"9,207","9,207","22,191","7,169",67.7,"3,339"
01/12/2024,RYF,South Western Ambulance Service NHS Foundation Trust,0,0,"1,620","1,620","1,620",129,92,0
01/12/2024,AAH,Tetbury Hospital Trust Ltd,0,0,547,547,547,0,100,0
01/12/2024,RA9,Torbay And South Devon NHS Foundation Trust,"6,780",0,"3,112","3,112","9,892","3,468",64.9,"2,175"
01/12/2024,RA7,University Hospitals Bristol And Weston NHS Foundation Trust,"15,827","2,126",0,"2,126","17,953","6,772",62.3,"5,276"
01/12/2024,R0D,University Hospitals Dorset NHS Foundation Trust,"13,366",0,"4,874","4,874","18,240","6,548",64.1,"4,261"
01/12/2024,RK9,University Hospitals Plymouth NHS Trust,"9,586",123,"4,623","4,746","14,332","5,206",63.7,"2,892"
01/12/2024,AXG,Wiltshire Health & Care,0,0,"2,149","2,149","2,149",59,97.3,0
