month,provider_code,provider_name,type1_attendances,type2_attendances,type3_attendances,type23_attendances,total_attendances,over_4hr_waits,pct_within_4hrs,admissions
01/04/2025,RWA,Hull University Teaching Hospitals NHS Trust,"9,122",0,"4,645","4,645","13,767","6,010",56.3,"3,636"
01/04/2025,RV9,Humber Teaching NHS Foundation Trust,0,0,"1,185","1,185","1,185",0,100,0
01/04/2025,RR8,Leeds Teaching Hospitals NHS Trust,"17,177",676,"12,355","13,031","30,208","7,227",76.1,"3,678"
01/04/2025,ARN03,Local Care Direct,0,0,"2,413","2,413","2,413",9,99.6,0
01/04/2025,RXF,Mid Yorkshire Teaching NHS Trust,"16,704",115,"5,838","5,953","22,657","6,560",71,"3,694"
01/04/2025,RNN,North Cumbria Integrated Care NHS Foundation Trust,"9,128",0,"2,269","2,269","11,397","4,098",64,"2,279"
01/04/2025,RVW,North Tees And Hartlepool NHS Foundation Trust,"5,058",0,"11,581","11,581","16,639","2,781",83.3,"2,338"
01/04/2025,RJL,Northern Lincolnshire And Goole NHS Foundation Trust,"9,087",0,"7,464","7,464","16,551","5,032",69.6,"4,810"
01/04/2025,RTF,Northumbria Healthcare NHS Foundation Trust,"9,960",0,"13,376","13,376","23,336","2,566",89,"4,004"
01/04/2025,RCU,Sheffield Children's NHS Foundation Trust,"4,456",0,371,371,"4,827",322,93.3,982
01/04/2025,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,"9,237","1,094","8,335","9,429","18,666","5,191",72.2,"3,480"
01/04/2025,RTR,South Tees Hospitals NHS Foundation Trust,"7,386",0,"11,235","11,235","18,621","4,279",77,"2,780"
01/04/2025,R0B,South Tyneside And Sunderland NHS Foundation Trust,"11,853","1,210","7,751","8,961","20,814","5,978",71.3,"4,260"
01/04/2025,RXG,South West Yorkshire Partnership NHS Foundation Trust,0,0,0,0,0,0,,0
01/04/2025,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,"11,926","1,645","6,352","7,997","19,923","4,943",75.2,"3,672"
01/04/2025,RFR,The Rotherham NHS Foundation Trust,"8,977",0,0,0,"8,977","2,806",68.7,"1,979"
01/04/2025,AJN,Workington Health Limited,0,0,361,361,361,0,100,0
01/04/2025,RCB,York And Scarborough Teaching Hospitals NHS Foundation Trust,"10,390",362,"6,987","7,349","17,739","6,430",63.8,"4,621"
01/04/2025,RBS,Alder Hey Children's NHS Foundation Trust,"5,674",0,0,0,"5,674",804,85.8,812
01/04/2025,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,"9,169",0,"10,847","10,847","20,016","4,417",77.9,"2,721"
01/04/2025,RMC,Bolton NHS Foundation Trust,"7,970",0,"3,954","3,954","11,924","4,015",66.3,"2,553"
01/04/2025,RY2,Bridgewater Community Healthcare NHS Foundation Trust,0,0,"3,212","3,212","3,212",182,94.3,0
01/04/2025,RJR,Countess Of Chester Hospital NHS Foundation Trust,"5,079",0,"2,376","2,376","7,455","2,974",60.1,"1,605"
01/04/2025,RJN,East Cheshire NHS Trust,"4,490",0,69,69,"4,559","2,314",49.2,789
01/04/2025,RXR,East Lancashire Hospitals NHS Trust,"13,049",0,"10,635","10,635","23,684","4,637",80.4,"3,840"
01/04/2025,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,"11,939",0,"3,610","3,610","15,549","4,575",70.6,"2,736"
01/04/2025,RBQ,Liverpool Heart And Chest Hospital NHS Foundation Trust,0,0,0,0,0,0,,0
01/04/2025,REM,Liverpool University Hospitals NHS Foundation Trust,"16,174","1,701","7,763","9,464","25,638","8,446",67.1,"4,601"
01/04/2025,REP,Liverpool Women's NHS Foundation Trust,0,"1,535",0,"1,535","1,535",168,89.1,116
01/04/2025,R0A,Manchester University NHS Foundation Trust,"27,701","3,431","12,542","15,973","43,674","12,875",70.5,"5,931"
01/04/2025,RBN,Mersey And West Lancashire Teaching Hospitals NHS Trust,"17,169",0,"7,163","7,163","24,332","6,174",74.6,"7,715"
01/04/2025,RW4,Mersey Care NHS Foundation Trust,0,0,"13,070","13,070","13,070",194,98.5,0
01/04/2025,RBT,Mid Cheshire Hospitals NHS Foundation Trust,"6,631",0,"2,773","2,773","9,404","4,072",56.7,"2,138"
01/04/2025,Y02532,Miriam Minor Emergency,0,0,"1,583","1,583","1,583",0,100,0
01/04/2025,RM3,Northern Care Alliance NHS Foundation Trust,"25,192",0,"8,446","8,446","33,638","10,788",67.9,"7,264"
01/04/2025,NV693,Rossendale Miu & Ooh,0,0,"1,108","1,108","1,108",0,100,0
01/04/2025,NQT5F,Skelmersdale Walk In Centre,0,0,"1,730","1,730","1,730",6,99.7,0
01/04/2025,RWJ,Stockport NHS Foundation Trust,"7,836",0,"2,300","2,300","10,136","3,211",68.3,"2,541"
01/04/2025,RMP,Tameside And Glossop Integrated Care NHS Foundation Trust,"8,910",0,"2,964","2,964","11,874","4,014",66.2,"1,553"
01/04/2025,RBV,The Christie NHS Foundation Trust,0,0,0,0,0,0,,0
01/04/2025,RET,The Walton Centre NHS Foundation Trust,0,0,0,0,0,0,,0
01/04/2025,RTX,University Hospitals Of Morecambe Bay NHS Foundation Trust,"9,181",0,"4,421","4,421","13,602","3,481",74.4,"3,054"
01/04/2025,RWW,Warrington And Halton Teaching Hospitals NHS Foundation Trust,"7,197",0,"3,350","3,350","10,547","3,718",64.7,"1,798"
01/04/2025,RY7,Wirral Community Health And Care NHS Foundation Trust,0,0,"4,134","4,134","4,134",265,93.6,0
01/04/2025,RBL,Wirral University Teaching Hospital NHS Foundation Trust,"7,388",0,"3,157","3,157","10,545","3,891",63.1,"2,189"
01/04/2025,RRF,"Wrightington, Wigan And Leigh NHS Foundation Trust","6,430",0,"5,708","5,708","12,138","3,469",71.4,"2,121"
01/04/2025,RTK,Ashford And St Peter's Hospitals NHS Foundation Trust,"6,744",0,"8,207","8,207","14,951","3,789",74.7,"2,772"
01/04/2025,NTV0B,Ashford Walk-In-Centre,0,0,"2,333","2,333","2,333",49,97.9,0
01/04/2025,RWX,Berkshire Healthcare NHS Foundation Trust,0,0,"1,472","1,472","1,472",10,99.3,32
01/04/2025,Y02676,Brighton Station Health Centre,0,0,"2,001","2,001","2,001",0,100,0
01/04/2025,RXQ,Buckinghamshire Healthcare NHS Trust,"10,175","1,161","3,428","4,589","14,764","3,034",79.5,"4,754"
01/04/2025,RN7,Dartford And Gravesham NHS Trust,"11,082",0,"4,063","4,063","15,145","3,933",74,"3,080"
01/04/2025,Y00751,East Berks Primary Care Ooh(Wam),0,0,0,0,0,0,,0
01/04/2025,RVV,East Kent Hospitals University NHS Foundation Trust,"12,301",0,"12,385","12,385","24,686","5,883",76.2,"3,440"
01/04/2025,RXC,East Sussex Healthcare NHS Trust,"9,791",0,"4,548","4,548","14,339","3,221",77.5,"3,074"
01/04/2025,NDJ,First Community Health And Care Cic,0,0,"2,350","2,350","2,350",0,100,0
01/04/2025,RDU,Frimley Health NHS Foundation Trust,"21,751",900,"11,461","12,361","34,112","9,953",70.8,"6,093"
01/04/2025,RW1,Hampshire And Isle Of Wight Healthcare NHS Foundation Trust,0,0,"2,866","2,866","2,866",70,97.6,3
01/04/2025,RN5,Hampshire Hospitals NHS Foundation Trust,"10,837",95,"3,407","3,502","14,339","5,000",65.1,"4,050"
01/04/2025,R1F,Isle Of Wight NHS Trust,"4,301",312,"1,573","1,885","6,186","1,849",70.1,"1,349"
01/04/2025,RYY,Kent Community Health NHS Foundation Trust,0,0,"9,195","9,195","9,195",31,99.7,0
01/04/2025,RWF,Maidstone And Tunbridge Wells NHS Trust,"18,801",0,"2,524","2,524","21,325","3,834",82,"4,861"
01/04/2025,RPA,Medway NHS Foundation Trust,"9,256",0,"7,741","7,741","16,997","3,751",77.9,"1,884"
01/04/2025,RNU,Oxford Health NHS Foundation Trust,0,0,"4,227","4,227","4,227",292,93.1,0
01/04/2025,RTH,Oxford University Hospitals NHS Foundation Trust,"13,925","1,834","3,531","5,365","19,290","4,724",75.5,"4,857"
01/04/2025,AQN04,Phl Lymington Utc,0,0,"3,309","3,309","3,309",42,98.7,0
01/04/2025,RHU,Portsmouth Hospitals University NHS Trust,"11,527",886,"3,922","4,808","16,335","4,899",70,"2,958"
01/04/2025,NTP11,Practice Plus Group Hospital - Southampton,0,0,"5,503","5,503","5,503",54,99,0
01/04/2025,NTPAD,Practice Plus Group Surgical Centre - St Marys Portsmouth,0,0,"5,431","5,431","5,431",208,96.2,0
01/04/2025,RPC,Queen Victoria Hospital NHS Foundation Trust,0,0,"1,450","1,450","1,450",15,99,3
01/04/2025,Y07709,Reading Urgent Care Centre,0,0,"2,244","2,244","2,244",0,100,0
01/04/2025,RHW,Royal Berkshire NHS Foundation Trust,"11,515","2,481","2,087","4,568","16,083","4,620",71.3,"2,215"
01/04/2025,RA2,Royal Surrey County Hospital NHS Foundation Trust,"7,397",0,"1,559","1,559","8,956","2,188",75.6,"2,469"
01/04/2025,NQT51,Station Plaza Health Centre,0,0,"1,209","1,209","1,209",0,100,0
01/04/2025,RTP,Surrey And Sussex Healthcare NHS Trust,"10,067",0,0,0,"10,067","3,783",62.4,"3,107"
01/04/2025,RDR,Sussex Community NHS Foundation Trust,0,0,"11,779","11,779","11,779",132,98.9,0
01/04/2025,RHM,University Hospital Southampton NHS Foundation Trust,"11,589","1,309",0,"1,309","12,898","4,691",63.6,"3,758"
01/04/2025,RYR,University Hospitals Sussex NHS Foundation Trust,"27,327","1,459","2,670","4,129","31,456","10,142",67.8,"8,602"
01/04/2025,ACH01,Whitstable Medical Practice,0,0,"4,951","4,951","4,951",0,100,0
01/04/2025,NTV0W,Woking Walk In Centre,0,0,"2,528","2,528","2,528",58,97.7,0
01/04/2025,RJ8,Cornwall Partnership NHS Foundation Trust,0,0,0,0,0,0,,5
01/04/2025,RBD,Dorset County Hospital NHS Foundation Trust,"4,766",0,"4,383","4,383","9,149","1,647",82,"2,001"
01/04/2025,RDY,Dorset Healthcare University NHS Foundation Trust,0,0,0,0,0,0,,1
01/04/2025,RTQ,Gloucestershire Health And Care NHS Foundation Trust,0,0,"8,409","8,409","8,409",170,98,0
01/04/2025,RTE,Gloucestershire Hospitals NHS Foundation Trust,"13,358",0,0,0,"13,358","5,236",60.8,"2,888"
01/04/2025,RN3,Great Western Hospitals NHS Foundation Trust,"5,552",0,"5,481","5,481","11,033","3,354",69.6,"2,340"
01/04/2025,RVJ,North Bristol NHS Trust,"8,875",0,0,0,"8,875","3,496",60.6,"2,589"
01/04/2025,L83087,Okehampton Medical Centre,0,0,77,77,77,0,100,0
01/04/2025,NQT5H,Paulton Memorial Hospital,0,0,913,913,913,5,99.5,0
01/04/2025,REF,Royal Cornwall Hospitals NHS Trust,"6,767",0,"12,428","12,428","19,195","3,982",79.3,"2,616"
01/04/2025,RH8,Royal Devon University Healthcare NHS Foundation Trust,"13,482",0,"4,162","4,162","17,644","5,397",69.4,"3,610"
01/04/2025,RD1,Royal United Hospitals Bath NHS Foundation Trust,"8,660",0,0,0,"8,660","3,622",58.2,"2,579"
01/04/2025,RNZ,Salisbury NHS Foundation Trust,"4,894",298,"1,878","2,176","7,070","2,179",69.2,"1,263"
01/04/2025,NLX,Sirona Care & Health,0,0,"9,107","9,107","9,107",373,95.9,0
01/04/2025,RH5,Somerset NHS Foundation Trust,"12,443",0,"9,709","9,709","22,152","6,356",71.3,"3,041"
01/04/2025,RYF,South Western Ambulance Service NHS Foundation Trust,0,0,"1,905","1,905","1,905",26,98.6,0
01/04/2025,AAH,Tetbury Hospital Trust Ltd,0,0,536,536,536,0,100,0
01/04/2025,RA9,Torbay And South Devon NHS Foundation Trust,"6,784",0,"3,424","3,424","10,208","2,789",72.7,"2,284"
01/04/2025,RA7,University Hospitals Bristol And Weston NHS Foundation Trust,"14,960","2,424",0,"2,424","17,384","5,599",67.8,"4,959"
01/04/2025,R0D,University Hospitals Dorset NHS Foundation Trust,"13,652",0,"5,432","5,432","19,084","5,603",70.6,"4,327"
01/04/2025,RK9,University Hospitals Plymouth NHS Trust,"9,037",155,"5,353","5,508","14,545","4,794",67,"2,792"
