month,provider_code,provider_name,type1_attendances,type2_attendances,type3_attendances,type23_attendances,total_attendances,over_4hr_waits,pct_within_4hrs,admissions
01/11/2024,RNQ,Kettering General Hospital NHS Foundation Trust,"10,365",0,"9,057","9,057","19,422","4,437",77.2,"2,021"
01/11/2024,C82038,Latham House Medical Practice,0,0,303,303,303,0,100,0
01/11/2024,RY5,Lincolnshire Community Health Services NHS Trust,0,0,"7,988","7,988","7,988",180,97.7,0
01/11/2024,NNJ0H,Llr Ea - The Merlyn Vaz Health & Social Care Centre,0,0,"2,292","2,292","2,292",1,100,0
01/11/2024,NNJ07,Loughborough Urgent Care Centre,0,0,"7,084","7,084","7,084",38,99.5,0
01/11/2024,NNJ12,Market Harborough,0,0,501,501,501,0,100,0
01/11/2024,C82009,Market Harborough Med.Ctr,0,0,282,282,282,0,100,0
01/11/2024,NNJ13,Melton Mowbray,0,0,428,428,428,0,100,0
01/11/2024,RNS,Northampton General Hospital NHS Trust,"11,150",559,"2,666","3,225","14,375","5,358",62.7,"2,161"
01/11/2024,NR3,Nottingham Citycare Partnership,0,0,"5,830","5,830","5,830",358,93.9,0
01/11/2024,RX1,Nottingham University Hospitals NHS Trust,"16,379","1,715",266,"1,981","18,360","8,907",51.5,"4,581"
01/11/2024,NNJ14,Oadby,0,0,"2,653","2,653","2,653",0,100,0
01/11/2024,NNJ15,Oakham,0,0,444,444,444,0,100,0
01/11/2024,RXK,Sandwell And West Birmingham Hospitals NHS Trust,"12,990","1,139","9,388","10,527","23,517","6,579",72,"2,638"
01/11/2024,RK5,Sherwood Forest Hospitals NHS Foundation Trust,"10,888",0,"5,815","5,815","16,703","5,600",66.5,"3,805"
01/11/2024,R1D,Shropshire Community Health NHS Trust,0,0,"2,850","2,850","2,850",5,99.8,0
01/11/2024,C83023,Sleaford Medical Group,0,0,496,496,496,0,100,0
01/11/2024,Y02615,South Birmingham GP Walk In Centre,0,0,"7,178","7,178","7,178",0,100,0
01/11/2024,RJC,South Warwickshire University NHS Foundation Trust,"8,706",0,340,340,"9,046","3,167",65,"2,476"
01/11/2024,NQTE4,Summerfield Urgent Care Centre,0,0,"3,160","3,160","3,160",0,100,0
01/11/2024,RNA,The Dudley Group NHS Foundation Trust,"9,439",0,"5,733","5,733","15,172","2,749",81.9,"3,750"
01/11/2024,RL1,The Robert Jones And Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,0,0,0,0,0,0,,0
01/11/2024,RL4,The Royal Wolverhampton NHS Trust,"12,866",0,"9,396","9,396","22,262","4,699",78.9,"5,839"
01/11/2024,RXW,The Shrewsbury And Telford Hospital NHS Trust,"10,500",0,"2,421","2,421","12,921","6,366",50.7,"3,490"
01/11/2024,RWD,United Lincolnshire Teaching Hospitals NHS Trust,"10,824",0,"9,784","9,784","20,608","7,718",62.5,"4,644"
01/11/2024,RRK,University Hospitals Birmingham NHS Foundation Trust,"35,057",307,"1,821","2,128","37,185","15,478",58.4,"10,365"
01/11/2024,RKB,University Hospitals Coventry And Warwickshire NHS Trust,"12,296",860,"6,320","7,180","19,476","6,601",66.1,"1,896"
01/11/2024,RTG,University Hospitals Of Derby And Burton NHS Foundation Trust,"22,023",0,"9,868","9,868","31,891","10,184",68.1,"3,984"
01/11/2024,RWE,University Hospitals Of Leicester NHS Trust,"23,225","1,952",0,"1,952","25,177","10,588",57.9,"6,530"
01/11/2024,RJE,University Hospitals Of North Midlands NHS Trust,"14,230",450,"8,471","8,921","23,151","8,159",64.8,"5,264"
01/11/2024,RBK,Walsall Healthcare NHS Trust,"9,855",0,"4,728","4,728","14,583","3,785",74,"4,115"
01/11/2024,RWP,Worcestershire Acute Hospitals NHS Trust,"13,444",0,"5,203","5,203","18,647","8,510",54.4,"2,878"
01/11/2024,RLQ,Wye Valley NHS Trust,"6,197","1,077",125,"1,202","7,399","2,607",64.8,"1,466"
01/11/2024,RCF,Airedale NHS Foundation Trust,"6,165",212,0,212,"6,377","2,577",59.6,"1,587"
01/11/2024,RFF,Barnsley Hospital NHS Foundation Trust,"9,144",0,0,0,"9,144","3,569",61,"2,998"
01/11/2024,RAE,Bradford Teaching Hospitals NHS Foundation Trust,"9,509",891,"3,183","4,074","13,583","2,531",81.4,"2,634"
01/11/2024,NNF09,Bransholme Health Centre,0,0,"3,623","3,623","3,623",250,93.1,0
01/11/2024,NNF16,Bridlington Hospital,0,0,"1,362","1,362","1,362",0,100,0
01/11/2024,RWY,Calderdale And Huddersfield NHS Foundation Trust,"15,295",0,0,0,"15,295","5,422",64.6,"3,104"
01/11/2024,RXP,County Durham And Darlington NHS Foundation Trust,"13,207",0,"11,343","11,343","24,550","5,892",76,"4,389"
01/11/2024,RP5,Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,"13,455",0,"4,061","4,061","17,516","4,740",72.9,"4,648"
01/11/2024,NNF94,East Riding Community Hospital,0,0,"2,655","2,655","2,655",220,91.7,0
01/11/2024,RR7,Gateshead Health NHS Foundation Trust,"6,277",0,"3,354","3,354","9,631","2,598",73,"1,592"
01/11/2024,NNFA7,Goole & District Hospital,0,0,"1,560","1,560","1,560",7,99.6,0
01/11/2024,RCD,Harrogate And District NHS Foundation Trust,"5,413",0,908,908,"6,321","1,980",68.7,"1,131"
01/11/2024,RWA,Hull University Teaching Hospitals NHS Trust,"9,659",0,"4,715","4,715","14,374","6,012",58.2,"3,693"
01/11/2024,RV9,Humber Teaching NHS Foundation Trust,0,0,"1,043","1,043","1,043",1,99.9,0
01/11/2024,RR8,Leeds Teaching Hospitals NHS Trust,"18,141",664,"12,171","12,835","30,976","8,189",73.6,"3,769"
01/11/2024,ARN03,Local Care Direct,0,0,"2,384","2,384","2,384",0,100,0
01/11/2024,RXF,Mid Yorkshire Teaching NHS Trust,"16,882",106,"6,010","6,116","22,998","7,610",66.9,"3,645"
01/11/2024,RNN,North Cumbria Integrated Care NHS Foundation Trust,"9,073",0,"1,688","1,688","10,761","3,970",63.1,"2,448"
01/11/2024,RVW,North Tees And Hartlepool NHS Foundation Trust,"5,092",0,"11,553","11,553","16,645","3,016",81.9,"2,206"
01/11/2024,RJL,Northern Lincolnshire And Goole NHS Foundation Trust,"8,858",0,"7,359","7,359","16,217","4,209",74,"5,656"
01/11/2024,RTF,Northumbria Healthcare NHS Foundation Trust,"9,857",0,"11,634","11,634","21,491","2,631",87.8,"4,082"
01/11/2024,RCU,Sheffield Children's NHS Foundation Trust,"5,544",0,553,553,"6,097",700,88.5,"1,245"
01/11/2024,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,"9,418","1,140","8,596","9,736","19,154","5,757",69.9,"3,762"
01/11/2024,RTR,South Tees Hospitals NHS Foundation Trust,"7,812",0,"10,646","10,646","18,458","4,655",74.8,"2,808"
01/11/2024,R0B,South Tyneside And Sunderland NHS Foundation Trust,"12,511","1,148","7,236","8,384","20,895","6,687",68,"4,486"
01/11/2024,RXG,South West Yorkshire Partnership NHS Foundation Trust,0,0,0,0,0,0,,0
01/11/2024,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,"12,663","1,573","6,327","7,900","20,563","5,369",73.9,"3,708"
01/11/2024,RFR,The Rotherham NHS Foundation Trust,"8,946",0,0,0,"8,946","3,391",62.1,"1,941"
01/11/2024,AJN,Workington Health Limited,0,0,321,321,321,0,100,0
01/11/2024,RCB,York And Scarborough Teaching Hospitals NHS Foundation Trust,"10,945",361,"6,330","6,691","17,636","6,634",62.4,"4,655"
01/11/2024,RBS,Alder Hey Children's NHS Foundation Trust,"6,277",0,0,0,"6,277","1,663",73.5,957
01/11/2024,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,"9,003",0,"10,023","10,023","19,026","4,228",77.8,"2,527"
01/11/2024,RMC,Bolton NHS Foundation Trust,"8,350",0,"3,648","3,648","11,998","4,498",62.5,"2,564"
01/11/2024,RY2,Bridgewater Community Healthcare NHS Foundation Trust,0,0,"3,163","3,163","3,163",75,97.6,0
01/11/2024,RJR,Countess Of Chester Hospital NHS Foundation Trust,"5,109",0,"2,292","2,292","7,401","3,132",57.7,"1,686"
01/11/2024,RJN,East Cheshire NHS Trust,"4,353",0,44,44,"4,397","2,006",54.4,881
01/11/2024,RXR,East Lancashire Hospitals NHS Trust,"13,334",0,"9,844","9,844","23,178","5,369",76.8,"4,125"
01/11/2024,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,"12,456",0,"3,589","3,589","16,045","4,824",69.9,"3,403"
01/11/2024,RBQ,Liverpool Heart And Chest Hospital NHS Foundation Trust,0,0,0,0,0,0,,0
01/11/2024,REM,Liverpool University Hospitals NHS Foundation Trust,"15,982","1,791","8,023","9,814","25,796","8,494",67.1,"4,588"
01/11/2024,REP,Liverpool Women's NHS Foundation Trust,0,"1,356",0,"1,356","1,356",113,91.7,96
01/11/2024,R0A,Manchester University NHS Foundation Trust,"29,638","3,273","12,466","15,739","45,377","16,319",64,"6,093"
01/11/2024,RBN,Mersey And West Lancashire Teaching Hospitals NHS Trust,"17,631",0,"7,066","7,066","24,697","6,598",73.3,"7,587"
01/11/2024,RW4,Mersey Care NHS Foundation Trust,0,0,"13,642","13,642","13,642",262,98.1,0
01/11/2024,RBT,Mid Cheshire Hospitals NHS Foundation Trust,"7,229",0,"2,694","2,694","9,923","4,302",56.6,"2,460"
01/11/2024,Y02532,Miriam Minor Emergency,0,0,"1,654","1,654","1,654",0,100,0
01/11/2024,RM3,Northern Care Alliance NHS Foundation Trust,"26,130",0,"9,115","9,115","35,245","12,606",64.2,"7,791"
01/11/2024,NV693,Rossendale Miu & Ooh,0,0,899,899,899,0,100,0
01/11/2024,NQT5F,Skelmersdale Walk In Centre,0,0,"1,704","1,704","1,704",15,99.1,0
01/11/2024,RWJ,Stockport NHS Foundation Trust,"8,134",0,"1,148","1,148","9,282","3,465",62.7,"2,876"
01/11/2024,RMP,Tameside And Glossop Integrated Care NHS Foundation Trust,"9,034",0,"3,556","3,556","12,590","4,085",67.6,"1,826"
01/11/2024,RBV,The Christie NHS Foundation Trust,0,0,0,0,0,0,,0
01/11/2024,RET,The Walton Centre NHS Foundation Trust,0,0,0,0,0,0,,0
01/11/2024,RTX,University Hospitals Of Morecambe Bay NHS Foundation Trust,"9,212",0,"3,763","3,763","12,975","3,235",75.1,"3,269"
01/11/2024,RWW,Warrington And Halton Teaching Hospitals NHS Foundation Trust,"7,200",0,"2,989","2,989","10,189","3,768",63,"1,855"
01/11/2024,RY7,Wirral Community Health And Care NHS Foundation Trust,0,0,"4,293","4,293","4,293",153,96.4,0
01/11/2024,RBL,Wirral University Teaching Hospital NHS Foundation Trust,"5,970",0,"3,262","3,262","9,232","3,131",66.1,"1,549"
01/11/2024,RRF,"Wrightington, Wigan And Leigh NHS Foundation Trust","7,061",0,"5,353","5,353","12,414","3,900",68.6,"2,301"
01/11/2024,RTK,Ashford And St Peter's Hospitals NHS Foundation Trust,"10,468",0,0,0,"10,468","3,559",66,"2,769"
01/11/2024,NTV0B,Ashford Walk-In-Centre,0,0,"2,243","2,243","2,243",17,99.2,0
01/11/2024,RWX,Berkshire Healthcare NHS Foundation Trust,0,0,"1,313","1,313","1,313",7,99.5,33
01/11/2024,Y02676,Brighton Station Health Centre,0,0,"1,925","1,925","1,925",16,99.2,0
01/11/2024,RXQ,Buckinghamshire Healthcare NHS Trust,"10,655","1,136","3,542","4,678","15,333","4,888",68.1,"4,656"
01/11/2024,RN7,Dartford And Gravesham NHS Trust,"11,574",0,"3,844","3,844","15,418","4,004",74,"3,419"
01/11/2024,Y00751,East Berks Primary Care Ooh(Wam),0,0,0,0,0,0,,0
01/11/2024,RVV,East Kent Hospitals University NHS Foundation Trust,"13,201",0,"12,737","12,737","25,938","6,707",74.1,"3,765"
01/11/2024,RXC,East Sussex Healthcare NHS Trust,"10,407",0,"3,749","3,749","14,156","4,077",71.2,"3,210"
01/11/2024,NDJ,First Community Health And Care Cic,0,0,"2,120","2,120","2,120",0,100,0
01/11/2024,RDU,Frimley Health NHS Foundation Trust,"22,368",885,"10,583","11,468","33,836","10,349",69.4,"6,253"
01/11/2024,RW1,Hampshire And Isle Of Wight Healthcare NHS Foundation Trust,0,0,"2,822","2,822","2,822",40,98.6,0
01/11/2024,RN5,Hampshire Hospitals NHS Foundation Trust,"11,951",80,"1,443","1,523","13,474","5,795",57,"4,359"
01/11/2024,R1F,Isle Of Wight NHS Trust,"4,205",261,"1,395","1,656","5,861","1,580",73,"1,094"
01/11/2024,RYY,Kent Community Health NHS Foundation Trust,0,0,"9,426","9,426","9,426",20,99.8,0
01/11/2024,RWF,Maidstone And Tunbridge Wells NHS Trust,"19,402",0,"2,292","2,292","21,694","3,998",81.6,"5,106"
01/11/2024,RPA,Medway NHS Foundation Trust,"9,481",0,"7,650","7,650","17,131","3,890",77.3,"1,690"
01/11/2024,RNU,Oxford Health NHS Foundation Trust,0,0,"3,746","3,746","3,746",339,91,0
01/11/2024,RTH,Oxford University Hospitals NHS Foundation Trust,"14,451","1,760","2,554","4,314","18,765","5,850",68.8,"4,910"
01/11/2024,AQN04,Phl Lymington Utc,0,0,"2,605","2,605","2,605",1,100,0
01/11/2024,RHU,Portsmouth Hospitals University National Health Service Trust,"11,289",758,"3,621","4,379","15,668","5,700",63.6,"3,387"
01/11/2024,NTP11,Practice Plus Group Hospital - Southampton,0,0,"5,160","5,160","5,160",172,96.7,0
01/11/2024,NTPAD,Practice Plus Group Surgical Centre - St Marys Portsmouth,0,0,"5,850","5,850","5,850",224,96.2,0
01/11/2024,RPC,Queen Victoria Hospital NHS Foundation Trust,0,0,"1,350","1,350","1,350",12,99.1,2
01/11/2024,Y07709,Reading Urgent Care Centre,0,0,"1,973","1,973","1,973",0,100,0
01/11/2024,RHW,Royal Berkshire NHS Foundation Trust,"11,980","2,283","1,332","3,615","15,595","4,699",69.9,"2,477"
01/11/2024,RA2,Royal Surrey County Hospital NHS Foundation Trust,"7,852",0,"1,396","1,396","9,248","2,131",77,"2,619"
01/11/2024,NQT51,Station Plaza Health Centre,0,0,"1,008","1,008","1,008",0,100,0
01/11/2024,RTP,Surrey And Sussex Healthcare NHS Trust,"11,192",0,0,0,"11,192","4,397",60.7,"3,138"
01/11/2024,RDR,Sussex Community NHS Foundation Trust,0,0,"11,428","11,428","11,428",77,99.3,0
01/11/2024,RHM,University Hospital Southampton NHS Foundation Trust,"12,321","1,176",0,"1,176","13,497","5,481",59.4,"3,813"
01/11/2024,RYR,University Hospitals Sussex NHS Foundation Trust,"23,912","1,372","6,509","7,881","31,793","11,238",64.7,"8,723"
01/11/2024,ACH01,Whitstable Medical Practice,0,0,"5,911","5,911","5,911",0,100,0
01/11/2024,NTV0W,Woking Walk In Centre,0,0,"2,435","2,435","2,435",25,99,0
01/11/2024,RJ8,Cornwall Partnership NHS Foundation Trust,0,0,0,0,0,0,,6
01/11/2024,RBD,Dorset County Hospital NHS Foundation Trust,"4,352",0,"3,806","3,806","8,158","1,703",79.1,"1,771"
01/11/2024,RDY,Dorset Healthcare University NHS Foundation Trust,0,0,0,0,0,0,,0
01/11/2024,RTQ,Gloucestershire Health And Care NHS Foundation Trust,0,0,"7,118","7,118","7,118",62,99.1,0
01/11/2024,RTE,Gloucestershire Hospitals NHS Foundation Trust,"13,297",0,0,0,"13,297","5,056",62,"2,716"
01/11/2024,RN3,Great Western Hospitals NHS Foundation Trust,"5,572",0,"5,356","5,356","10,928","2,840",74,"2,425"
01/11/2024,RVJ,North Bristol NHS Trust,"9,099",0,0,0,"9,099","4,076",55.2,"3,000"
01/11/2024,L83087,Okehampton Medical Centre,0,0,73,73,73,0,100,0
01/11/2024,NQT5H,Paulton Memorial Hospital,0,0,932,932,932,5,99.5,0
01/11/2024,REF,Royal Cornwall Hospitals NHS Trust,"5,764",0,"10,707","10,707","16,471","3,712",77.5,"2,406"
01/11/2024,RH8,Royal Devon University Healthcare NHS Foundation Trust,"13,521",0,"4,247","4,247","17,768","5,579",68.6,"4,244"
01/11/2024,RD1,Royal United Hospitals Bath NHS Foundation Trust,"8,488",0,0,0,"8,488","3,715",56.2,"2,491"
01/11/2024,RNZ,Salisbury NHS Foundation Trust,"4,749",299,"1,724","2,023","6,772","2,047",69.8,"1,306"
01/11/2024,NLX,Sirona Care & Health,0,0,"8,260","8,260","8,260",486,94.1,0
01/11/2024,RH5,Somerset NHS Foundation Trust,"12,368",0,"8,991","8,991","21,359","6,074",71.6,"3,201"
01/11/2024,RYF,South Western Ambulance Service NHS Foundation Trust,0,0,"1,598","1,598","1,598",96,94,0
01/11/2024,AAH,Tetbury Hospital Trust Ltd,0,0,516,516,516,0,100,0
01/11/2024,RA9,Torbay And South Devon NHS Foundation Trust,"6,615",0,"3,188","3,188","9,803","3,224",67.1,"2,155"
01/11/2024,RA7,University Hospitals Bristol And Weston NHS Foundation Trust,"16,427","2,334",0,"2,334","18,761","6,599",64.8,"5,453"
01/11/2024,R0D,University Hospitals Dorset NHS Foundation Trust,"13,107",0,"4,597","4,597","17,704","5,292",70.1,"4,289"
01/11/2024,RK9,University Hospitals Plymouth NHS Trust,"9,116",151,"4,749","4,900","14,016","4,758",66.1,"2,876"
01/11/2024,AXG,Wiltshire Health & Care,0,0,"2,194","2,194","2,194",25,98.9,0
